Site;Domaine;Activité/Equipement;Type (Activité ou equipement ) ;Propriétaire;Danger;Mode Fonctionnement;Risque;Lieu;Manifestation;Dispositif de maitrise;Type de controle;Méthode de controle;Decription PA;Porteur;Dat de début;Date fin;Avancement du plan d'action;Statut;Probabilité/Exposition;Gravité;Criticité;Maturité
Richard Toll;Intervention;Groupes Electrogène;2;;Fuite ou rejet d'eau glycolée des groupes électrogènes fixes et mobiles;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Le prestataire à l'obligation de remettre en l'état après entretien des groupesMaintenance préventive par les CI qui font des contrôles journaliers ou hebdomadaires sur les groupes életrogènesCollecte du glacéol en cas de déversement accidentel dans des bacs par les prestatairesChangement tous les 2 ans de l'eau glycolée;Préventif;Manuelle;;;;;;;2;1;2;2
Richard Toll;Intervention;Stations d'energie;2;;Fuite d'électrolyte des accumulateurs ou d'un déversement accidentel;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;- Remplacement des batteries (plomb ouvert après 8 ans d'utilisation minimale). - Carrelage résistant à l'acide des salles batteries- Déversoir des eaux de lavage des salles batteries et des écoulements de batteriesMaintenance par les CI qui mesure ré;Préventif;Manuelle;;;;;;;1;1;1;3
Richard Toll;Intervention;Transformateurs MT/BT;2;;Rejet de diélectrique (huile sans PCB/PCT);Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence d'un contrat d'entretien des transformateurs tous les six mois'- Choix de technologies éprouvées- Transfo installée sur une dalle surelevée- Surpervision du niveau de diéletrique des transfo- Transfo embrochable réduit le risque d'électrocution dans des cellules ferméesMaintenance préventive = vérification du niveau et de l'état de l'huile par les sous traitants qui font un rapport de maintenance pour chaque transformateur visité. Réparations ou remplacements au besoin en cas de fuite par les sous traitants. Analyse de l'huile Suivi de la récurrence des fuites sur les transfo;Préventif;Manuelle;;;;;;;1;3;3;3
Richard Toll;Intervention;Imprimante;2;;Encombrement par cartouches déjà utilisées;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Organisation du recyclage des cartouches d'imprimantesNote d'instruction pour la collecte des cartouches d'imprimante dans l'air de stockage des dechets: Soldé: cartouches vides retournées au MNT;Préventif;Manuelle;;;;;;;1;1;1;3
Richard Toll;Intervention;Production (abonnés et ressources réseaux);1;;Non remise en l'état des remblais des tranchées après les travaux;Anormal;Pollution visuelle;Etres humains;;La remise en l'état des lieux est précisé dans le CDC remis aux sous traitants. La remise en l'état pour les réfection de chausée s'effectue en collaboration avec les communes;Préventif;Manuelle;;;;;;;1;1;1;3
Richard Toll;Intervention;Pylône;2;;Manque d'harmonie entre les installations et l'environnement;Normal;Pollution visuelle;Etres humains;;Demande d'autorisation systématique avant toute mise en placeDéplacement des poteaux à la demande des clientsNettoyage et réparation régulier des abords des bâtimentsIntégration paysagère (peinture des bâtiments, végétalisation des abords…);Préventif;Manuelle;;;;;;;2;1;2;2
Richard Toll;Intervention;Production (abonnés et ressources réseaux);1;;Absence de balisage des chantiers;Anormal;Risque sur la  santé des Hommes;Etres humains;;Instructions sur la signalisation des chantiers TelecomL'équipe Maintenance Préventive de TADEX (sous traitant)  dispose de cônes et panneaux signalisationSensibilisation des sous traitants pour balisage des chantiers;Préventif;Manuelle;;;;;;;2;2;4;2
Richard Toll;Intervention;Groupes Electrogène;2;;Vibrations du groupe électrogène;Normal;Risque sur la  santé des Hommes;Etres humains;;Groupe posé sur un socle métallique bien fixé;Préventif;Manuelle;;;;;;;2;1;2;2
Richard Toll;Intervention;Pylône;2;;Absence de balisage des équipements aériens;Anormal;Risque sur la  santé des Hommes;Etres humains;;Existence d'un balisage des pylones (>hauteur 45m);Préventif;Manuelle;;;;;;;2;2;4;2
Richard Toll;Intervention;Antenne;2;;Rayonnement électromagnétique des pylônes et antennes (téléphonie mobile et transmission hertzienne);Normal;Risque sur la  santé des Hommes;Etres humains;;Bonne fermeture des connecteurs, veiller à l'étancheitéLimitation de l'accès aux sitesRègles de limitation des puissances en cas d'intervention Ex: arrêt de la BTS lors d'une intervention prolongée;Préventif;Manuelle;;;;;;;4;2;8;1
Sacré-Cœur;Intervention;Pilotage des interventions;1;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;; - Respect des consignes - Dispositif de protection du réseau électrique, en cas de défaut, le courant s'arrête avec la mise en place de disjoncteurs différentiels;Préventif;Manuelle;;;;;;;2;1;2;2
Sacré-Cœur;Intervention;Pilotage des interventions;1;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;;;Préventif;Manuelle;Mettre en place un système d'économie d'énergie prévoyant l'arrêt des climatiseurs à partir d'une ce;aboubacar diallo;;31-12-2015;;Annulé;2;1;2;2
Sacré-Cœur;Intervention;Production (abonnés et ressources réseaux);1;;Bruit des perceuses;Normal;Nuisance sonore;Etres humains, Faune;; - Le technicien (sous traitant) prévient le client avant de percer - Utilisation de perçeuses Hilti par Sonatel;Préventif;Manuelle;;;;;;;1;2;2;3
Sacré-Cœur;Intervention;Groupes Electrogène;2;;Bruit du groupe électrogène;Normal;Nuisance sonore;Etres humains, Faune;;Groupe du site isolé dans un local et est neuf;Préventif;Manuelle;;;;;;;2;2;4;2
Sacré-Cœur;Intervention;BTS;2;;Bruit des  extracteurs d'air;Normal;Nuisance sonore;Etres humains, Faune;;Des climatiseurs sont installées au niveau de la BTS sur site et les extracteurs d'air ne fonctionnent que quand les climatiseurs s'arrêtent;Préventif;Manuelle;;;;;;;1;2;2;3
Sacré-Cœur;Intervention;Climatiseurs;2;;Bruit des climatiseurs;Normal;Nuisance sonore;Etres humains, Faune;; - Maintenance préventive trimestrielle des climatiseurs par des sous traitants - Climatiseur silencieux - Problèmes de climatiseurs signalés à la DAL (Administration) ou au Prestataire (Technique)renouvellement des climatiseurs défectueux;Préventif;Manuelle;;;;;;;1;1;1;3
Sacré-Cœur;Intervention;Groupes Electrogène;2;;Dégagemement de CO2;Normal;Pollution de l'air;Air;; - Groupe du site isolé dans un bâtiment et est neuf - Nouvelle cuve installée;Préventif;Manuelle;;;;;;;4;2;8;1
Sacré-Cœur;Intervention;Groupes Electrogène;2;;Dégagement de NOx SO2 particules fines (GE);Normal;Pollution de l'air;Air;; - Groupe du site isolé dans un bâtiment et est neuf - Nouvelle cuve installée - Installation d'une hotte en hauteur;Préventif;Manuelle;;;;;;;4;2;8;1
Sacré-Cœur;Intervention;Climatiseurs;2;;Fuite du fluide frigorigène de la climatisation;Anormal;Pollution de l'air;Air;; - Maintenance préventive des climatiseurs par des sous traitants-signalisation dans GEDAL en cas de disfonctionnement Réparation des conduits en cas de fuit;Préventif;Manuelle;;;;;;;2;3;6;2
Sacré-Cœur;Intervention;Véhicules;2;;Dégagemement de CO2;Normal;Pollution de l'air;Air;;vehicules récentsEntretien des véhicules par la DAL;Préventif;Manuelle;;;;;;;2;1;2;2
Sacré-Cœur;Intervention;Véhicules;2;;Emission de particules fines (diesel);Normal;Pollution de l'air;Air;;vehicules récents (FaP)Entretien des véhicules par la DAL;Préventif;Manuelle;;;;;;;2;1;2;2
Sacré-Cœur;Intervention;Batteries;2;;dégagement de Gaz (hydrogène antimonié);Anormal;Pollution de l'air;Air;;Batteries étanches pour onduleursrespect des taux de charges et des cycles de vie;Préventif;Manuelle;;;;;;;1;1;1;3
Sacré-Cœur;Intervention;Production (abonnés et ressources réseaux);1;;Chute de câbles, jarretières, fusibles;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Activités de relève dérangement sous traitée et sous traitant a l'obligation de ne pas laisser les chutes de câbles sur sitestockage provisoire sur l'air de stockage des déchets avant enlévement par DAL ;Préventif;Manuelle;;;;;;;1;1;1;3
Sacré-Cœur;Intervention;Production (abonnés et ressources réseaux);1;;Emballage des terminaux, modems, postes, cartes, etc.;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;bac de tri selectif pour les emballages cartons;Préventif;Manuelle;;;;;;;1;1;1;3
Sacré-Cœur;Intervention;Production (abonnés et ressources réseaux);1;;Altération des locaux des  clients, bailleurs (destruction installations);Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Technicien remet en l'état après intervention - Bilan de satisfaction client (satisfait ou pas et ses commentaires (l'intervenant a quitté mes locaux sans dommage constaté)) prévu sur la fiche d'intervention technique;Détectif;Manuelle;;;;;;;1;1;1;3
Sacré-Cœur;Intervention;Maintenance préventive;1;;Accumulation de branches après élagage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Activité d'élagage sous traitée, le sous traitant est  chargé d'enlever les branches et les herbes;Préventif;Manuelle;;;;;;;1;1;1;3
Sacré-Cœur;Intervention;Assistance en lignePilotage des interventions;1;;production de déchets alimentaires;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;poubelles pour déchet s alimetairestri selectif;Préventif;Manuelle;;;;;;;2;1;2;2
Sacré-Cœur;Intervention;Gestion de la logistique;1;;Matériel et mobiliers à réformer laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Procédure de gestion du matériel réformé - Présence de matériels réformés sur le site signalée à DAL;Préventif;Manuelle;;;;;;;2;1;2;2
Sacré-Cœur;Intervention;Gestion de la logistique;1;;Véhicules HS laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Véhicules en panne déposés au garage (site désencombré);Préventif;Manuelle;;;;;;;2;1;2;2
Sacré-Cœur;Intervention;Groupes Electrogène;2;;Déversement, fuite  de gasoil;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Maintenance préventive par les CI qui font des contrôles journaliers ou hebdomadaires sur les groupes électrogènes- Contrat de maintenance avec Matforce et Equip Plus (l'huile vidangée est récupérée par le sous traitant).  - Mise en place d'un bac de rétention au niveau de la cuve;Préventif;Manuelle;;;;;;;1;1;1;3
Sacré-Cœur;Intervention;Groupes Electrogène;2;;Déversement, fuite  de gasoil;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Demande au prestataire de nettoyer le gasoil déversé sur le sol des sites - Le nettoyage du site après dépotage est prévu dans le contrat avec le prestataire ;Détectif;Manuelle;;;;;;;1;1;1;3
Sacré-Cœur;Intervention;Groupes Electrogène;2;;Chiffons de nettoyage laissés sur place;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Le contrat avec le fournisseur l'oblige à ne pas laisser les déchets sur site après entretien du groupe électrogène;Préventif;Manuelle;;;;;;;1;1;1;3
Sacré-Cœur;Intervention;Groupes Electrogène;2;;Cartouche, huile morte, batteries laissées sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Le contrat avec le fournisseur l'oblige à ne pas laisser les déchets sur site après entretien du groupe électrogène;Préventif;Manuelle;;;;;;;1;1;1;3
Sacré-Cœur;Intervention;Groupes Electrogène;2;;Fuite ou rejet d'eau glycolée des groupes électrogènes fixes et mobiles;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Maintenance préventive par les CI qui font des contrôles journaliers ou hebdomadaires sur les groupes électrogènes - Existence d'un contrat de maintenance du groupe électrogène;Préventif;Manuelle;;;;;;;1;1;1;3
Sacré-Cœur;Intervention;BTS;2;;Ecoulement eau des climatiseurs;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Existence d'un contrat de maintenance des climatiseurs - Drainage des eaux de climatiseurs;Préventif;Manuelle;;;;;;;3;1;3;1
Sacré-Cœur;Intervention;Climatiseurs;2;;Fuite ou rejet d'eau glycolée de la climatisation;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Maintenance préventive des climatiseurs par des sous traitants;Préventif;Manuelle;;;;;;;1;2;2;3
Sacré-Cœur;Intervention;Batiment;2;;Déversement eau usée dans le voisinage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Derversement eau usée dans le voisinage (réseau de l'ONAS est défectueux) signalé à DAL;Détectif;Manuelle;;;;;;;1;4;4;3
Sacré-Cœur;Intervention;Modems et Routeurs;2;;Encombrement par modems et Routeurs hors d'usage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Modems et routeurs hors d'usage gardés dans le magasin de stocks;Préventif;Manuelle;;;;;;;1;1;1;3
Sacré-Cœur;Intervention;Imprimante;2;;Accumulation de cartouches utilisées;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Procédure DAL : cartouches utilisées déposées au niveau du CMD pour remplacement;Préventif;Manuelle;;;;;;;1;2;2;3
Sacré-Cœur;Intervention;Assistance en lignePilotage des interventions;1;;Forte consommation d'eau;Anormal;Surconsommation d'eau;Ressources naturelles;;Existence de consignes sur l'économie d'eau (gestes verts);Préventif;Manuelle;;;;;;;3;1;3;1
Sacré-Cœur;Intervention;Inspection réseau;1;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;;Maintenance préventive des BTS et des salles techniques;Préventif;Manuelle;;;;;;;1;1;1;3
Sacré-Cœur;Intervention;Assistance en ligne;1;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;; - Installation d'équipements moins consommateurs d'énergie - Système d'économie d'énergie sur les sites BTS breveté au nom de Sonatel (gain de 20%);Préventif;Manuelle;;;;;;;2;1;2;2
Sacré-Cœur;Intervention;Assitance et conduite d'activité;1;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;; - Installation d'équipements moins consommateurs d'énergie - Système d'économie d'énergie sur les sites BTS breveté au nom de Sonatel (gain de 20%);Préventif;Manuelle;;;;;;;2;1;2;2
Sacré-Cœur;Intervention;BTS;2;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;; - Utilisation de matériel standard  - Vérification des salles techniques pour s'assurer du bon fonctionnement de la climatisation  - Entretien des groupes électrogènes par un prestataire - Visites pré week end des groupes électrogènes et quotidiennes des salles;Préventif;Manuelle;;;;;;;1;1;1;3
Sacré-Cœur;Intervention;Véhicules;2;;Forte consommation de carburant;Anormal;Surconsommation d'énergie;Ressources naturelles;;Les rallonges pour la dotation de carburant ne sont plus autorisées, la dotation est déterminée en fonction de l'utilisation ;Préventif;Manuelle;;;;;;;1;1;1;3
